latitude,longitude,n
32.0565,34.7892,1
32.0565,34.7901,6
32.0565,34.7962,5
32.0565,34.7963,127
32.0565,34.7964,188
32.0565,34.7975,58
32.0565,34.7976,1
32.0565,34.7977,439
32.0565,34.7978,44
32.0565,34.7979,49
32.0565,34.798,47
32.0565,34.7999,4
32.0565,34.8002,21
32.0565,34.8074,22
32.0565,34.8087,388
32.0565,34.8112,12
32.0565,34.8113,17
32.0566,34.7627,31
32.0566,34.7634,43
32.0566,34.7635,68
32.0566,34.7636,61
32.0566,34.7647,1
32.0566,34.7658,70
32.0566,34.767,10
32.0566,34.7671,51
32.0566,34.7672,662
32.0566,34.7679,185
32.0566,34.7696,267
32.0566,34.7697,39
32.0566,34.7702,1
32.0566,34.7716,38
32.0566,34.7717,15
32.0566,34.7718,6
32.0566,34.7722,5
32.0566,34.7724,2
32.0566,34.7735,51
32.0566,34.7736,62
32.0566,34.7737,203
32.0566,34.7749,17
32.0566,34.775,311
32.0566,34.7751,230
32.0566,34.7752,137
32.0566,34.7767,36
32.0566,34.7871,189
32.0566,34.7891,13
32.0566,34.7892,3
32.0566,34.7899,1
32.0566,34.7902,8
32.0566,34.793,73
32.0566,34.7931,21
32.0566,34.795,1
32.0566,34.7958,10
32.0566,34.7962,322
32.0566,34.7963,28
32.0566,34.7964,385
32.0566,34.7976,106
32.0566,34.7977,1
32.0566,34.7995,79
32.0566,34.7996,9
32.0566,34.7999,2
32.0566,34.8049,25
32.0566,34.8057,44
32.0566,34.8062,1
32.0566,34.8067,18
32.0566,34.8083,56
32.0566,34.8084,838
32.0566,34.8085,2
32.0566,34.8086,34
32.0566,34.8087,361
32.0566,34.8113,96
32.0567,34.7627,64
32.0567,34.7636,1
32.0567,34.7637,1136
32.0567,34.7671,183
32.0567,34.7672,300
32.0567,34.7673,21
32.0567,34.7674,10
32.0567,34.7678,2
32.0567,34.7679,224
32.0567,34.7681,72
32.0567,34.7682,64
32.0567,34.7683,2
32.0567,34.7688,5
32.0567,34.7695,10
32.0567,34.7696,19
32.0567,34.7701,49
32.0567,34.7717,30
32.0567,34.7728,138
32.0567,34.7729,117
32.0567,34.7733,41
32.0567,34.7734,41
32.0567,34.7735,301
32.0567,34.7747,128
32.0567,34.7748,185
32.0567,34.7749,1
32.0567,34.7752,92
32.0567,34.7871,79
32.0567,34.7888,144
32.0567,34.7889,92
32.0567,34.789,621
32.0567,34.7891,573
32.0567,34.7892,12
32.0567,34.7896,58
32.0567,34.7905,12
32.0567,34.7907,46
32.0567,34.7912,55
32.0567,34.7913,1
32.0567,34.793,19
32.0567,34.7932,1
32.0567,34.796,135
32.0567,34.7962,1
32.0567,34.7963,2
32.0567,34.7996,97
32.0567,34.7997,135
32.0567,34.8049,1
32.0567,34.8113,28
32.0568,34.7635,132
32.0568,34.7637,307
32.0568,34.7638,6
32.0568,34.7639,127
32.0568,34.765,1
32.0568,34.766,18
32.0568,34.7666,1
32.0568,34.7669,1
32.0568,34.7672,95
32.0568,34.7681,9
32.0568,34.7693,2
32.0568,34.7694,35
32.0568,34.7695,10
32.0568,34.7696,1
32.0568,34.7701,147
32.0568,34.7702,25
32.0568,34.7709,119
32.0568,34.7713,14
32.0568,34.7717,100
32.0568,34.7723,16
32.0568,34.7731,44
32.0568,34.7732,1
32.0568,34.7734,23
32.0568,34.7744,4
32.0568,34.7759,4
32.0568,34.776,99
32.0568,34.7761,256
32.0568,34.7762,727
32.0568,34.7814,62
32.0568,34.783,127
32.0568,34.789,2
32.0568,34.7891,15
32.0568,34.7892,9
32.0568,34.7899,44
32.0568,34.7901,123
32.0568,34.7903,7
32.0568,34.7962,1
32.0568,34.7963,1
32.0568,34.805,29
32.0568,34.8104,103
32.0568,34.8113,135
32.0568,34.8114,1
32.0569,34.7626,297
32.0569,34.7634,62
32.0569,34.7639,2
32.0569,34.764,281
32.0569,34.765,18
32.0569,34.7659,10
32.0569,34.7665,89
32.0569,34.7671,6
32.0569,34.7672,8
32.0569,34.7673,1
32.0569,34.7674,8
32.0569,34.7694,2
32.0569,34.7696,39
32.0569,34.7701,26
32.0569,34.7702,2
32.0569,34.7708,131
32.0569,34.7713,19
32.0569,34.7718,32
32.0569,34.7722,22
32.0569,34.7724,1
32.0569,34.7727,1
32.0569,34.7728,41
32.0569,34.7729,7
32.0569,34.7731,1
32.0569,34.7732,2
32.0569,34.7742,172
32.0569,34.7743,38
32.0569,34.7744,238
32.0569,34.776,60
32.0569,34.7779,102
32.0569,34.78,7
32.0569,34.7846,596
32.0569,34.7891,1
32.0569,34.796,101
32.0569,34.7961,12
32.0569,34.8005,4
32.0569,34.8104,1
32.0569,34.8105,1
32.057,34.7626,255
32.057,34.7627,1
32.057,34.7638,190
32.057,34.7658,17
32.057,34.7659,297
32.057,34.7676,116
32.057,34.77,1
32.057,34.7701,46
32.057,34.7717,98
32.057,34.7718,119
32.057,34.772,6
32.057,34.7723,28
32.057,34.7726,1
32.057,34.7729,1
32.057,34.774,27
32.057,34.7741,423
32.057,34.7742,363
32.057,34.7743,66
32.057,34.7744,30
32.057,34.7747,33
32.057,34.7748,78
32.057,34.7755,150
32.057,34.7757,2
32.057,34.7758,679
32.057,34.7775,233
32.057,34.7776,34
32.057,34.7799,12
32.057,34.78,102
32.057,34.7814,20
32.057,34.7849,100
32.057,34.7879,11
32.057,34.7891,107
32.057,34.791,29
32.057,34.7911,2
32.057,34.7946,48
32.057,34.7966,634
32.057,34.8064,1
32.057,34.8081,360
32.057,34.8082,274
32.057,34.8083,121
32.057,34.8092,229
32.057,34.8093,36
32.057,34.8105,91
32.057,34.8106,184
32.057,34.8114,475
32.0571,34.7624,42
32.0571,34.7625,98
32.0571,34.7626,11
32.0571,34.7645,1
32.0571,34.7677,3
32.0571,34.7678,9
32.0571,34.7679,2
32.0571,34.768,126
32.0571,34.7682,157
32.0571,34.7696,8
32.0571,34.77,28
32.0571,34.7702,1
32.0571,34.7708,36
32.0571,34.7709,2
32.0571,34.7715,22
32.0571,34.772,23
32.0571,34.7721,17
32.0571,34.7726,216
32.0571,34.7737,27
32.0571,34.7738,1
32.0571,34.7747,15
32.0571,34.7748,249
32.0571,34.7754,243
32.0571,34.7755,205
32.0571,34.7757,25
32.0571,34.7799,5
32.0571,34.7814,282
32.0571,34.7874,417
32.0571,34.7875,386
32.0571,34.7876,292
32.0571,34.7877,282
32.0571,34.7879,1
32.0571,34.7881,272
32.0571,34.7882,2
32.0571,34.7883,419
32.0571,34.7884,2
32.0571,34.7885,21
32.0571,34.7891,1
32.0571,34.791,45
32.0571,34.7946,107
32.0571,34.796,112
32.0571,34.7966,53
32.0571,34.8063,124
32.0571,34.8064,14
32.0571,34.8081,120
32.0571,34.8082,407
32.0571,34.8105,165
32.0571,34.8106,40
32.0572,34.7625,76
32.0572,34.7637,54
32.0572,34.7652,217
32.0572,34.7653,323
32.0572,34.7654,295
32.0572,34.7655,27
32.0572,34.7678,14
32.0572,34.768,126
32.0572,34.7682,88
32.0572,34.7683,89
32.0572,34.7684,1
32.0572,34.7685,12
32.0572,34.7686,92
32.0572,34.7687,87
32.0572,34.7688,235
32.0572,34.7689,1
32.0572,34.769,19
32.0572,34.7692,26
32.0572,34.7693,45
32.0572,34.7694,1
32.0572,34.7695,14
32.0572,34.7698,75
32.0572,34.77,32
32.0572,34.7701,93
32.0572,34.7704,3
32.0572,34.7705,28
32.0572,34.7706,1
32.0572,34.7711,88
32.0572,34.7712,51
32.0572,34.7713,22
32.0572,34.7715,11
32.0572,34.7716,31
32.0572,34.7721,54
32.0572,34.7722,4
32.0572,34.7723,2
32.0572,34.7724,1
32.0572,34.7726,4
32.0572,34.7727,22
32.0572,34.7728,1
32.0572,34.7736,41
32.0572,34.7737,1
32.0572,34.7751,20
32.0572,34.7752,128
32.0572,34.7753,232
32.0572,34.7754,4
32.0572,34.7813,13
32.0572,34.7814,310
32.0572,34.7893,102
32.0572,34.7894,73
32.0572,34.7917,31295
32.0572,34.7945,97
32.0572,34.796,1
32.0572,34.7961,528
32.0572,34.7966,180
32.0572,34.8064,239
32.0572,34.8081,10
32.0572,34.8082,9
32.0572,34.8083,7
32.0572,34.8092,88
32.0572,34.8093,1
32.0572,34.8105,351
32.0572,34.8114,151
32.0572,34.8115,1
32.0573,34.762,1
32.0573,34.7636,1
32.0573,34.7667,125
32.0573,34.7683,59
32.0573,34.7689,20
32.0573,34.769,3
32.0573,34.7691,91
32.0573,34.7694,8
32.0573,34.7695,152
32.0573,34.7696,55
32.0573,34.7698,1
32.0573,34.7702,135
32.0573,34.7704,114
32.0573,34.7706,32
32.0573,34.7707,38
32.0573,34.7712,1
32.0573,34.7714,1
32.0573,34.7715,3
32.0573,34.7717,41
32.0573,34.7718,7
32.0573,34.7722,154
32.0573,34.7726,125
32.0573,34.7728,10
32.0573,34.7734,2
32.0573,34.7735,5
32.0573,34.7736,5
32.0573,34.7752,4
32.0573,34.7813,23
32.0573,34.7814,105
32.0573,34.782,175
32.0573,34.7822,9
32.0573,34.7823,47
32.0573,34.7824,39
32.0573,34.7825,1
32.0573,34.7826,15
32.0573,34.7827,179
32.0573,34.7828,5
32.0573,34.7829,1
32.0573,34.783,59
32.0573,34.788,16
32.0573,34.7893,255
32.0573,34.7894,434
32.0573,34.7937,244
32.0573,34.7945,371
32.0573,34.7961,2
32.0573,34.7965,1
32.0573,34.7966,585
32.0573,34.7994,29
32.0573,34.7995,88
32.0573,34.8065,41
32.0573,34.8091,259
32.0573,34.8106,24
32.0574,34.7635,363
32.0574,34.7636,47
32.0574,34.7672,31294
32.0574,34.7691,1
32.0574,34.7699,1
32.0574,34.77,7
32.0574,34.7701,1
32.0574,34.7703,1
32.0574,34.7704,46
32.0574,34.7709,20
32.0574,34.7714,52
32.0574,34.7715,86
32.0574,34.7718,1
32.0574,34.7722,2
32.0574,34.7726,1
32.0574,34.7727,23
32.0574,34.7779,396
32.0574,34.778,577
32.0574,34.7781,219
32.0574,34.7816,194
32.0574,34.782,65
32.0574,34.7821,86
32.0574,34.7822,37
32.0574,34.7823,27
32.0574,34.7824,432
32.0574,34.7825,212
32.0574,34.7826,2
32.0574,34.7872,168
32.0574,34.7894,11
32.0574,34.7945,23
32.0574,34.7948,186
32.0574,34.795,6
32.0574,34.7951,21
32.0574,34.7954,1
32.0574,34.796,220
32.0574,34.7966,452
32.0574,34.7979,110
32.0574,34.7994,6
32.0574,34.8066,53
32.0574,34.8083,7
32.0574,34.8106,307
32.0574,34.8108,185
32.0574,34.8109,226
32.0575,34.7636,9
32.0575,34.7666,1
32.0575,34.7667,9
32.0575,34.7689,19
32.0575,34.769,3
32.0575,34.7691,11
32.0575,34.7692,222
32.0575,34.7698,53
32.0575,34.7701,45
32.0575,34.7702,5
32.0575,34.7709,1
32.0575,34.7719,1
32.0575,34.7732,2
32.0575,34.7751,1
32.0575,34.7778,225
32.0575,34.7779,33
32.0575,34.778,1
32.0575,34.7814,93
32.0575,34.7815,1
32.0575,34.7832,1
32.0575,34.7872,674
32.0575,34.7893,151
32.0575,34.7903,46
32.0575,34.7945,13
32.0575,34.7948,97
32.0575,34.795,5
32.0575,34.7954,139
32.0575,34.7955,14
32.0575,34.7965,433
32.0575,34.7966,467
32.0575,34.7988,1
32.0575,34.799,1
32.0575,34.7991,8
32.0575,34.7992,5
32.0575,34.7993,40
32.0575,34.7994,13
32.0575,34.8005,127
32.0575,34.8067,37
32.0575,34.8068,98
32.0575,34.8106,357
32.0575,34.8107,153
32.0575,34.8108,873
32.0575,34.8109,1276
32.0576,34.7643,31295
32.0576,34.7662,11
32.0576,34.7665,9
32.0576,34.7688,1
32.0576,34.7689,47
32.0576,34.769,12
32.0576,34.7692,15
32.0576,34.7693,16
32.0576,34.7698,204
32.0576,34.77,17
32.0576,34.7701,25
32.0576,34.7702,4
32.0576,34.7704,44
32.0576,34.7709,107
32.0576,34.7714,25
32.0576,34.7715,73
32.0576,34.7718,2
32.0576,34.7719,27
32.0576,34.7727,110
32.0576,34.7728,48
32.0576,34.7732,31
32.0576,34.7748,10
32.0576,34.7749,71
32.0576,34.775,34
32.0576,34.7751,10
32.0576,34.7812,153
32.0576,34.7813,18
32.0576,34.7832,5
32.0576,34.7886,12
32.0576,34.7945,53
32.0576,34.7966,364
32.0576,34.7967,1
32.0576,34.7979,38
32.0576,34.798,48
32.0576,34.7988,44
32.0576,34.7992,18
32.0576,34.8066,2
32.0576,34.8067,202
32.0576,34.8068,884
32.0576,34.8071,128
32.0576,34.8106,233
32.0576,34.8107,546
32.0576,34.8108,1229
32.0576,34.8109,1411
32.0577,34.763,789
32.0577,34.766,312
32.0577,34.7661,53
32.0577,34.7662,33
32.0577,34.7668,1
32.0577,34.7669,1
32.0577,34.7677,3
32.0577,34.7683,2
32.0577,34.77,154
32.0577,34.7701,147
32.0577,34.7704,48
32.0577,34.7709,26
32.0577,34.7714,1
32.0577,34.7715,42
32.0577,34.7724,99
32.0577,34.7731,31
32.0577,34.7732,80
32.0577,34.7752,10
32.0577,34.7758,34
32.0577,34.7819,21
32.0577,34.7831,1
32.0577,34.7918,120
32.0577,34.7919,354
32.0577,34.792,53
32.0577,34.7946,2
32.0577,34.7966,775
32.0577,34.798,217
32.0577,34.7993,9
32.0577,34.7994,220
32.0577,34.7995,10
32.0577,34.8021,75
32.0577,34.8022,51
32.0577,34.8023,48
32.0577,34.8067,53
32.0577,34.8068,181
32.0577,34.8106,12
32.0577,34.8107,159
32.0577,34.8108,1289
32.0578,34.7652,26
32.0578,34.7657,36
32.0578,34.7658,68
32.0578,34.766,161
32.0578,34.7661,205
32.0578,34.7662,1
32.0578,34.7664,1
32.0578,34.7668,1
32.0578,34.7669,81
32.0578,34.767,69
32.0578,34.7676,20
32.0578,34.7677,354
32.0578,34.7679,96
32.0578,34.7681,393
32.0578,34.7682,2
32.0578,34.7683,32
32.0578,34.7684,1
32.0578,34.7685,31
32.0578,34.7686,9
32.0578,34.7693,1
32.0578,34.77,2
32.0578,34.7715,2
32.0578,34.7719,104
32.0578,34.772,11
32.0578,34.7723,127
32.0578,34.7724,27
32.0578,34.7726,1
32.0578,34.7727,1
32.0578,34.7728,94
32.0578,34.7732,3
32.0578,34.7818,90
32.0578,34.7819,157
32.0578,34.7918,58
32.0578,34.7919,25
32.0578,34.792,3
32.0578,34.7946,11
32.0578,34.7965,84
32.0578,34.7966,239
32.0578,34.7979,99
32.0578,34.7994,90
32.0578,34.7995,33
32.0578,34.8003,118
32.0578,34.8022,931
32.0578,34.8023,49
32.0578,34.8067,1
32.0578,34.8083,110
32.0578,34.8084,1
32.0578,34.8107,267
32.0578,34.8108,2
32.0579,34.7653,27
32.0579,34.7657,242
32.0579,34.7662,336
32.0579,34.7667,1
32.0579,34.7668,2
32.0579,34.7669,7
32.0579,34.767,135
32.0579,34.7671,243
32.0579,34.7685,2
32.0579,34.7686,76
32.0579,34.7689,177
32.0579,34.7691,1
32.0579,34.7693,49
32.0579,34.7697,49
32.0579,34.77,169
32.0579,34.7704,74
32.0579,34.772,30
32.0579,34.7724,1
32.0579,34.7728,1
32.0579,34.7729,7
32.0579,34.7795,27
32.0579,34.7812,18
32.0579,34.7819,421
32.0579,34.7827,1
32.0579,34.7829,54
32.0579,34.7835,18
32.0579,34.7836,1
32.0579,34.7879,57
32.0579,34.788,2
32.0579,34.7893,28
32.0579,34.7894,92
32.0579,34.7918,9
32.0579,34.7919,1
32.0579,34.7946,21
32.0579,34.7965,1306
32.0579,34.7966,570
32.0579,34.8003,139
32.0579,34.8083,66
32.0579,34.8084,48
32.0579,34.811,182
32.0579,34.8111,1341
32.0579,34.8112,1413
32.0579,34.8113,94
32.0579,34.8114,233
32.058,34.764,1
32.058,34.7646,1
32.058,34.7656,115
32.058,34.7657,175
32.058,34.7668,3
32.058,34.7669,11
32.058,34.767,131
32.058,34.7671,7
32.058,34.7672,2
32.058,34.7686,232
32.058,34.7687,109
32.058,34.769,19
32.058,34.7693,2
32.058,34.7697,103
32.058,34.7698,218
32.058,34.7699,1
32.058,34.7701,26
32.058,34.7702,189
32.058,34.7703,1
32.058,34.7706,1
32.058,34.7707,8
32.058,34.7724,2
32.058,34.7725,45
32.058,34.7726,1
32.058,34.7727,1
32.058,34.7728,217
32.058,34.7729,1
32.058,34.7731,101
32.058,34.7795,508
32.058,34.78,8
32.058,34.7804,1
32.058,34.7819,10
32.058,34.782,15
32.058,34.7827,69
32.058,34.7904,13
32.058,34.7919,173
32.058,34.7937,37
32.058,34.7946,316
32.058,34.7965,118
32.058,34.7966,150
32.058,34.8003,296
32.058,34.8084,38
32.058,34.8105,2
32.058,34.8106,136
32.058,34.8107,31
32.058,34.8108,61
32.058,34.8109,283
32.058,34.811,566
32.058,34.8111,1641
32.058,34.8112,697
32.058,34.8113,1289
32.058,34.8114,293
32.0581,34.7641,2
32.0581,34.7642,9
32.0581,34.7647,1
32.0581,34.7658,2
32.0581,34.7669,467
32.0581,34.767,54
32.0581,34.7682,1
32.0581,34.7686,23
32.0581,34.7687,232
32.0581,34.7688,91
32.0581,34.769,1
32.0581,34.7691,78
32.0581,34.7692,114
32.0581,34.7695,82
32.0581,34.7696,1
32.0581,34.7698,108
32.0581,34.77,1
32.0581,34.7701,25
32.0581,34.7702,8
32.0581,34.7703,107
32.0581,34.7706,27
32.0581,34.7707,249
32.0581,34.771,1
32.0581,34.7711,263
32.0581,34.7712,20
32.0581,34.7713,12
32.0581,34.7715,27
32.0581,34.7717,2
32.0581,34.7718,20
32.0581,34.7721,58
32.0581,34.7722,180
32.0581,34.7723,104
32.0581,34.7727,4
32.0581,34.7728,8
32.0581,34.7729,34
32.0581,34.773,1
32.0581,34.7748,22
32.0581,34.7749,1
32.0581,34.782,43
32.0581,34.7821,127
32.0581,34.7822,4
32.0581,34.7872,33
32.0581,34.7904,1
32.0581,34.7919,2
32.0581,34.7936,115
32.0581,34.7937,178
32.0581,34.7946,41
32.0581,34.7965,349
32.0581,34.7966,301
32.0581,34.7978,5
32.0581,34.7994,3
32.0581,34.8103,329
32.0581,34.8104,535
32.0581,34.8105,477
32.0581,34.8106,99
32.0581,34.8107,310
32.0582,34.7633,76
32.0582,34.7646,1
32.0582,34.7647,1
32.0582,34.7648,1
32.0582,34.7649,1
32.0582,34.7657,1
32.0582,34.7658,231
32.0582,34.7669,2
32.0582,34.767,314
32.0582,34.7682,40
32.0582,34.7683,146
32.0582,34.7686,10
32.0582,34.7687,3
32.0582,34.769,33
32.0582,34.7691,21
32.0582,34.7695,252
32.0582,34.7704,5
32.0582,34.7709,26
32.0582,34.7712,1
32.0582,34.7713,4
32.0582,34.7717,33
32.0582,34.772,2
32.0582,34.7721,21
32.0582,34.7722,13
32.0582,34.7726,1
32.0582,34.7727,4
32.0582,34.7728,94
32.0582,34.7729,15
32.0582,34.773,241
32.0582,34.7745,94
32.0582,34.7747,168
32.0582,34.7813,62
32.0582,34.7818,19
32.0582,34.7819,224
32.0582,34.782,477
32.0582,34.7821,92
32.0582,34.7822,43
32.0582,34.7827,38
32.0582,34.788,525
32.0582,34.7893,173
32.0582,34.7894,6
32.0582,34.7929,12
32.0582,34.7945,7
32.0582,34.7962,329
32.0582,34.7963,328
32.0582,34.7965,304
32.0582,34.7966,54
32.0582,34.7978,22
32.0582,34.7979,1
32.0582,34.798,137
32.0582,34.7994,5
32.0582,34.8085,1
32.0582,34.8098,15
32.0582,34.81,96
32.0582,34.8101,184
32.0582,34.8102,25
32.0582,34.8103,516
32.0582,34.8104,179
32.0582,34.8105,14
32.0583,34.767,1
32.0583,34.7686,308
32.0583,34.7687,27
32.0583,34.7691,480
32.0583,34.7704,42
32.0583,34.7715,198
32.0583,34.7716,25
32.0583,34.772,356
32.0583,34.7721,418
32.0583,34.7722,53
32.0583,34.7727,1
32.0583,34.7728,6
32.0583,34.7729,4
32.0583,34.773,6
32.0583,34.7746,207
32.0583,34.7747,2
32.0583,34.7763,24
32.0583,34.7764,69
32.0583,34.7813,222
32.0583,34.7814,178
32.0583,34.7816,32
32.0583,34.7818,57
32.0583,34.7819,47
32.0583,34.7822,67
32.0583,34.7872,66
32.0583,34.7887,1
32.0583,34.7894,38
32.0583,34.792,18
32.0583,34.7937,285
32.0583,34.7953,109
32.0583,34.7954,1
32.0583,34.7955,79
32.0583,34.796,28
32.0583,34.7966,1
32.0583,34.798,195
32.0583,34.7981,108
32.0583,34.8085,29
32.0583,34.8094,85
32.0583,34.8096,304
32.0583,34.8097,197
32.0583,34.8098,607
32.0583,34.81,3
32.0584,34.7668,108
32.0584,34.7669,1
32.0584,34.768,198
32.0584,34.7681,106
32.0584,34.7686,226
32.0584,34.769,92
32.0584,34.7691,513
32.0584,34.7692,67
32.0584,34.7699,1
32.0584,34.77,75
32.0584,34.7704,9
32.0584,34.7716,28
32.0584,34.7719,61
32.0584,34.772,5
32.0584,34.7721,552
32.0584,34.7722,71
32.0584,34.7725,359
32.0584,34.7726,31
32.0584,34.7728,2
32.0584,34.7729,45
32.0584,34.773,183
32.0584,34.7743,25
32.0584,34.7744,10
32.0584,34.7757,28965
32.0584,34.7758,91
32.0584,34.7784,24
32.0584,34.7786,69
32.0584,34.7787,309
32.0584,34.779,671
32.0584,34.7791,29
32.0584,34.7815,1
32.0584,34.7816,61
32.0584,34.7818,91
32.0584,34.7819,28
32.0584,34.7828,39
32.0584,34.788,69
32.0584,34.7888,1
32.0584,34.7894,3
32.0584,34.7938,31
32.0584,34.795,2
32.0584,34.7951,18
32.0584,34.7953,1
32.0584,34.7955,1
32.0584,34.7957,1
32.0584,34.7958,8
32.0584,34.7962,39
32.0584,34.7966,125
32.0584,34.7978,50
32.0584,34.7979,554
32.0584,34.7981,332
32.0584,34.7982,83
32.0584,34.7983,14
32.0584,34.7984,2
32.0584,34.8089,29
32.0584,34.8094,131
32.0584,34.8095,301
32.0584,34.8096,101
32.0584,34.8097,56
32.0584,34.8098,126
32.0584,34.819,1
32.0585,34.7645,8
32.0585,34.7668,60
32.0585,34.7686,15
32.0585,34.7687,2
32.0585,34.769,61
32.0585,34.7691,308
32.0585,34.7692,97
32.0585,34.7694,202
32.0585,34.7695,98
32.0585,34.7696,1
32.0585,34.7698,232
32.0585,34.7699,14
32.0585,34.7703,1
32.0585,34.7716,29
32.0585,34.7717,1
32.0585,34.7721,561
32.0585,34.7722,11
32.0585,34.7725,51
32.0585,34.7726,23
32.0585,34.7734,2
32.0585,34.7744,19
32.0585,34.7783,9
32.0585,34.7784,54
32.0585,34.7785,193
32.0585,34.7786,866
32.0585,34.7787,364
32.0585,34.7788,28
32.0585,34.7789,407
32.0585,34.779,98
32.0585,34.7809,28
32.0585,34.7816,10
32.0585,34.782,20
32.0585,34.7828,2
32.0585,34.788,86
32.0585,34.7887,3
32.0585,34.7888,11
32.0585,34.79,1
32.0585,34.7922,6
32.0585,34.7923,95
32.0585,34.7924,255
32.0585,34.7925,279
32.0585,34.7926,604
32.0585,34.7927,588
32.0585,34.7928,87
32.0585,34.7929,412
32.0585,34.793,734
32.0585,34.7931,275
32.0585,34.7932,754
32.0585,34.7933,1
32.0585,34.7934,323
32.0585,34.7935,72
32.0585,34.7936,43
32.0585,34.7937,71
32.0585,34.7938,1
32.0585,34.794,2
32.0585,34.7941,83
32.0585,34.7978,28
32.0585,34.7981,1
32.0585,34.7982,15
32.0585,34.8038,20
32.0585,34.8088,167
32.0585,34.809,13
32.0585,34.8092,123
32.0585,34.8094,132
32.0586,34.7667,47
32.0586,34.7668,71
32.0586,34.7669,166
32.0586,34.7671,181
32.0586,34.7672,3
32.0586,34.768,3
32.0586,34.7685,237
32.0586,34.7686,36
32.0586,34.7687,118
32.0586,34.7688,250
32.0586,34.7689,228
32.0586,34.7691,1
32.0586,34.7692,1
32.0586,34.7693,20
32.0586,34.7694,99
32.0586,34.7695,204
32.0586,34.7699,76
32.0586,34.7703,29
32.0586,34.7716,117
32.0586,34.7721,47
32.0586,34.7722,185
32.0586,34.7725,78
32.0586,34.7728,1
32.0586,34.773,15
32.0586,34.7731,1
32.0586,34.7732,1
32.0586,34.7734,132
32.0586,34.7768,251
32.0586,34.777,46
32.0586,34.7771,128
32.0586,34.7772,130
32.0586,34.7781,590
32.0586,34.7782,57
32.0586,34.7783,355
32.0586,34.7784,1349
32.0586,34.7785,184
32.0586,34.7786,42
32.0586,34.7787,545
32.0586,34.7788,1
32.0586,34.7808,307
32.0586,34.7816,6
32.0586,34.7817,29
32.0586,34.782,62
32.0586,34.7821,70
32.0586,34.7822,327
32.0586,34.7827,170
32.0586,34.7828,1
32.0586,34.7876,248
32.0586,34.7877,1
32.0586,34.7878,1
32.0586,34.7879,1
32.0586,34.7882,63
32.0586,34.7884,96
32.0586,34.7885,108
32.0586,34.7886,471
32.0586,34.7887,126
32.0586,34.7888,443
32.0586,34.7889,224
32.0586,34.789,780
32.0586,34.7891,31
32.0586,34.7899,93
32.0586,34.79,30
32.0586,34.7907,39
32.0586,34.7909,143
32.0586,34.791,1
32.0586,34.7912,5
32.0586,34.7916,37
32.0586,34.7923,72
32.0586,34.7924,48
32.0586,34.7927,3
32.0586,34.7965,3
32.0586,34.7966,352
32.0586,34.7968,61
32.0586,34.7969,4
32.0586,34.797,104
32.0586,34.8004,31295
32.0586,34.8018,111
32.0586,34.8038,25
32.0586,34.8077,6
32.0587,34.7679,285
32.0587,34.768,203
32.0587,34.7687,44
32.0587,34.7688,227
32.0587,34.7689,1046
32.0587,34.769,110
32.0587,34.7691,8
32.0587,34.7692,55
32.0587,34.7693,85
32.0587,34.7694,324
32.0587,34.7695,7
32.0587,34.7696,1
32.0587,34.7697,214
32.0587,34.7699,3
32.0587,34.77,18
32.0587,34.7703,108
32.0587,34.7704,1
32.0587,34.7716,125
32.0587,34.7717,9
32.0587,34.7721,62
32.0587,34.7722,10
32.0587,34.7724,1
32.0587,34.7726,304
32.0587,34.7729,10
32.0587,34.773,12
32.0587,34.7731,3
32.0587,34.7732,7
32.0587,34.7733,1
32.0587,34.7736,23
32.0587,34.7752,1
32.0587,34.7769,51
32.0587,34.777,297
32.0587,34.7771,452
32.0587,34.7772,213
32.0587,34.7773,149
32.0587,34.7782,384
32.0587,34.7783,313
32.0587,34.7784,115
32.0587,34.7785,65
32.0587,34.7786,892
32.0587,34.7787,135
32.0587,34.7816,171
32.0587,34.7817,1088
32.0587,34.7821,81
32.0587,34.7874,167
32.0587,34.7875,1
32.0587,34.7876,302
32.0587,34.7877,21
32.0587,34.7878,287
32.0587,34.7879,105
32.0587,34.7884,74
32.0587,34.7885,1
32.0587,34.7886,20
32.0587,34.7887,25
32.0587,34.7888,65
32.0587,34.7889,3
32.0587,34.789,15
32.0587,34.7929,21
32.0587,34.7966,26
32.0587,34.7967,150
32.0587,34.7968,4
32.0587,34.7969,279
32.0587,34.8038,12
32.0587,34.8073,89
32.0587,34.8074,107
32.0588,34.7657,1
32.0588,34.7672,46
32.0588,34.7678,589
32.0588,34.7679,211
32.0588,34.7685,1
32.0588,34.7686,70
32.0588,34.7689,56
32.0588,34.769,154
32.0588,34.7691,1
32.0588,34.7694,20
32.0588,34.7695,6
32.0588,34.7696,211
32.0588,34.7697,53
32.0588,34.7698,106
32.0588,34.7699,48
32.0588,34.77,26
32.0588,34.7702,36
32.0588,34.7703,87
32.0588,34.7704,30
32.0588,34.7705,1
32.0588,34.7706,113
32.0588,34.7711,10
32.0588,34.7716,2
32.0588,34.7717,41
32.0588,34.772,3
32.0588,34.7721,110
32.0588,34.7722,47
32.0588,34.7723,2
32.0588,34.7724,166
32.0588,34.7726,41
32.0588,34.7727,1
32.0588,34.7728,374
32.0588,34.773,10
32.0588,34.7731,13
32.0588,34.7732,210
32.0588,34.7733,41
32.0588,34.7747,59
32.0588,34.7766,106
32.0588,34.7767,194
32.0588,34.7769,495
32.0588,34.777,52
